sender_id,receiver_id,corrected,value
154,170,1,3.0
237,165,1,4.0
132,378,1,2.0
120,128,0,4.0
159,195,0,4.0
133,67,1,3.0
101,162,0,4.0
34,168,1,3.0
73,313,1,4.0
97,333,0,4.0
19,272,1,4.0
170,132,0,2.0
101,44,1,2.0
165,58,1,2.0
34,329,1,1.0
97,58,1,3.0
132,351,1,3.0
247,374,0,4.0
39,326,1,2.0
247,310,0,3.0
62,53,1,2.0
113,34,0,4.0
101,58,1,3.0
165,287,1,3.0
247,402,1,2.0
34,58,1,1.0
34,121,1,2.0
0,39,0,4.0
44,32,0,4.0
21,320,1,3.0
101,109,1,2.0
101,58,1,2.0
101,193,0,4.0
247,58,1,3.0
165,66,0,1.0
192,58,1,3.0
247,58,1,2.0
170,209,1,2.0
134,123,1,3.0
34,98,1,2.0
247,410,1,3.0
133,315,1,2.0
123,165,0,4.0
15,37,0,2.0
247,352,1,3.0
132,58,0,4.0
34,205,1,0.0
97,374,0,4.0
247,287,0,3.0
113,34,1,4.0
165,44,1,2.0
165,8,1,3.0
62,96,1,1.0
107,120,0,4.0
34,233,1,1.0
154,184,1,3.0
57,107,1,3.0
101,229,1,3.0
247,58,1,2.0
247,357,1,1.0
154,158,1,3.0
132,31,0,3.0
34,310,1,1.0
165,195,0,2.0
34,194,1,0.0
34,264,1,1.0
192,293,1,3.0
14,25,1,4.0
19,34,0,4.0
14,98,1,3.0
132,58,1,3.0
114,308,1,4.0
97,134,1,3.0
34,342,1,1.0
166,162,1,4.0
247,342,1,3.0
101,25,1,3.0
132,58,1,2.0
247,19,1,2.0
57,51,1,2.0
57,183,1,3.0
165,44,1,2.0
61,74,1,4.0
185,229,0,4.0
207,206,0,4.0
0,36,0,4.0
34,107,1,3.0
101,18,1,3.0
101,58,1,3.0
132,165,0,3.0
154,206,1,0.0
14,165,1,3.0
34,170,0,4.0
101,34,1,1.0
52,165,0,4.0
48,22,0,4.0
132,305,0,3.0
34,96,1,1.0
62,78,1,2.0
34,342,1,1.0
247,388,1,3.0
140,58,0,3.0
247,20,1,3.0
159,30,1,3.0
101,58,1,3.0
138,153,1,3.0
433,12,1,3.0
52,180,1,2.0
132,351,1,3.0
132,421,1,2.0
132,365,0,3.0
45,186,0,3.0
34,407,1,1.0
267,287,1,3.0
34,347,1,2.0
101,34,1,3.0
247,296,0,3.0
133,134,1,2.0
97,58,1,4.0
165,31,0,4.0
132,376,0,3.0
247,360,1,2.0
247,58,0,3.0
0,140,0,4.0
34,16,1,3.0
165,8,1,2.0
37,44,1,2.0
101,58,0,2.0
165,195,1,2.0
185,47,0,4.0
124,133,1,3.0
5,32,0,4.0
5,435,1,3.0
97,158,1,2.0
165,170,1,2.0
34,165,1,2.0
280,353,0,4.0
268,58,0,3.0
52,165,0,4.0
132,411,0,4.0
247,19,1,3.0
101,0,1,3.0
101,34,1,3.0
166,58,1,2.0
165,195,1,2.0
84,70,0,4.0
247,326,0,3.0
132,19,0,3.0
101,58,1,3.0
101,125,1,3.0
14,58,1,3.0
159,206,1,1.0
166,58,1,2.0
247,152,0,3.0
3,19,1,3.0
96,326,1,3.0
47,10,1,3.0
34,236,1,1.0
433,238,1,3.0
101,58,1,3.0
96,351,1,3.0
60,66,0,4.0
247,58,1,3.0
101,58,1,2.0
165,187,1,2.0
57,350,1,2.0
32,34,1,4.0
34,373,0,0.0
247,9,0,4.0
34,340,1,3.0
159,184,0,4.0
134,25,1,1.0
165,134,0,1.0
140,233,1,2.0
47,184,1,4.0
158,153,0,3.0
122,165,1,3.0
84,83,1,3.0
108,326,1,3.0
247,246,1,2.0
109,58,1,3.0
166,129,1,3.0
101,12,1,2.0
34,265,1,1.0
166,267,1,4.0
97,210,1,3.0
166,184,1,4.0
132,386,1,3.0
247,406,1,2.0
132,58,0,4.0
154,133,1,2.0
170,217,1,3.0
165,65,1,2.0
107,14,0,4.0
34,231,1,1.0
185,129,1,3.0
62,134,1,2.0
174,34,1,3.0
34,0,1,2.0
123,34,0,4.0
165,19,1,3.0
132,58,0,2.0
132,58,1,2.0
109,34,1,3.0
129,354,1,3.0
101,3,1,3.0
267,325,1,3.0
165,214,1,1.0
45,269,0,1.0
51,53,1,3.0
113,34,0,4.0
247,184,0,2.0
101,31,1,3.0
165,44,1,1.0
101,58,1,2.0
60,165,0,4.0
247,58,1,2.0
3,227,1,3.0
247,289,1,2.0
247,58,0,3.0
132,333,0,3.0
132,165,1,3.0
192,30,0,4.0
21,317,1,3.0
51,88,1,3.0
123,58,1,2.0
165,113,1,3.0
132,351,1,3.0
165,8,1,2.0
170,154,1,3.0
97,34,1,4.0
62,70,1,3.0
37,19,1,2.0
62,95,1,3.0
60,70,0,4.0
420,57,1,3.0
267,178,1,3.0
34,376,1,2.0
6,165,0,4.0
158,156,0,4.0
123,44,1,2.0
247,293,0,2.0
247,58,0,4.0
84,134,1,4.0
101,93,1,2.0
34,347,1,0.0
123,165,1,4.0
165,31,0,2.0
101,34,1,3.0
101,99,1,2.0
247,360,1,2.0
101,44,1,2.0
101,44,1,1.0
14,111,1,3.0
247,347,1,3.0
165,195,1,2.0
34,205,1,0.0
170,58,1,2.0
34,67,1,4.0
168,165,0,4.0
47,60,1,2.0
34,312,1,2.0
165,133,1,3.0
60,134,0,4.0
247,313,0,3.0
34,284,1,1.0
73,30,1,2.0
101,24,1,3.0
34,267,1,2.0
34,30,1,2.0
52,165,0,3.0
57,31,1,2.0
34,207,1,1.0
132,166,1,2.0
237,267,1,4.0
101,58,1,3.0
34,204,1,2.0
132,165,0,4.0
34,296,1,1.0
123,120,0,4.0
101,195,1,2.0
247,19,1,2.0
182,25,0,4.0
247,245,1,3.0
34,84,1,2.0
165,175,1,2.0
30,165,1,2.0
165,201,1,2.0
170,14,1,3.0
34,99,1,2.0
140,186,1,2.0
132,165,0,3.0
165,233,1,3.0
97,236,1,3.0
101,8,1,3.0
114,107,1,2.0
57,3,1,2.0
33,60,0,4.0
192,195,1,3.0
5,324,1,3.0
57,165,1,3.0
247,58,1,1.0
267,58,1,2.0
60,70,0,4.0
237,226,1,4.0
34,205,1,0.0
34,107,1,1.0
134,165,0,4.0
101,34,1,3.0
34,279,1,2.0
97,158,1,1.0
57,31,1,3.0
24,120,1,3.0
101,264,1,3.0
165,0,0,3.0
154,133,0,3.0
172,165,0,4.0
57,351,1,3.0
132,324,0,3.0
132,165,0,3.0
34,30,1,2.0
214,287,1,3.0
154,165,0,3.0
62,96,1,1.0
109,34,0,4.0
165,166,1,2.0
34,61,1,2.0
114,296,1,2.0
154,58,1,2.0
247,58,1,3.0
34,165,1,2.0
34,58,1,1.0
247,360,1,3.0
57,412,1,2.0
117,109,1,3.0
150,134,1,2.0
34,186,1,3.0
30,265,1,3.0
51,187,1,3.0
12,92,1,1.0
247,406,1,3.0
154,153,1,2.0
247,278,1,3.0
101,129,1,3.0
185,209,1,3.0
182,154,0,4.0
133,154,1,1.0
52,30,1,3.0
101,99,1,2.0
109,34,1,3.0
101,223,1,2.0
247,58,0,3.0
180,58,0,4.0
55,70,0,3.0
247,58,1,3.0
34,269,1,0.0
140,58,1,2.0
101,58,1,3.0
34,266,1,1.0
166,192,1,3.0
34,133,1,2.0
166,58,1,2.0
60,53,0,4.0
34,373,0,0.0
60,33,0,3.0
62,79,1,2.0
166,158,1,3.0
166,366,1,2.0
34,58,1,2.0
60,10,1,3.0
84,83,0,4.0
132,58,0,3.0
165,25,0,2.0
39,233,1,1.0
101,195,1,2.0
3,149,1,4.0
159,58,1,3.0
171,169,0,0.0
101,44,1,2.0
113,34,0,4.0
101,109,1,4.0
294,34,1,3.0
34,205,1,0.0
107,358,0,4.0
247,297,0,2.0
34,133,1,2.0
113,34,0,4.0
123,19,1,3.0
175,277,1,3.0
57,19,1,3.0
3,58,1,3.0
97,162,0,4.0
134,124,0,4.0
14,153,1,3.0
134,165,1,2.0
39,269,0,1.0
247,360,1,3.0
165,58,1,2.0
26,25,1,3.0
47,58,1,3.0
107,109,1,3.0
144,44,1,2.0
165,200,1,1.0
123,253,0,4.0
34,31,1,2.0
267,312,1,3.0
51,3,1,3.0
121,165,0,4.0
52,238,1,3.0
144,51,1,3.0
109,39,0,4.0
66,165,1,1.0
267,58,1,3.0
123,25,0,4.0
247,402,0,4.0
160,133,1,4.0
5,58,1,3.0
55,60,1,3.0
165,268,1,3.0
226,296,1,3.0
109,31,1,4.0
52,195,1,3.0
101,109,1,2.0
113,34,1,2.0
107,404,0,4.0
154,182,1,3.0
47,12,1,3.0
97,3,0,4.0
34,58,1,2.0
107,58,1,3.0
247,355,1,3.0
101,196,1,2.0
192,277,1,3.0
168,165,1,2.0
30,129,1,2.0
57,53,1,3.0
34,123,1,1.0
101,117,1,3.0
34,236,0,0.0
247,403,0,4.0
154,165,0,4.0
5,20,0,4.0
107,39,0,4.0
267,58,1,2.0
154,39,0,3.0
34,269,1,0.0
154,165,1,2.0
34,15,1,3.0
132,265,0,2.0
154,30,1,2.0
57,423,1,2.0
101,58,1,2.0
165,162,0,2.0
113,34,0,4.0
5,294,0,4.0
30,129,1,1.0
247,269,0,1.0
62,34,1,2.0
30,154,1,1.0
132,58,1,2.0
132,355,0,4.0
34,133,1,1.0
101,129,1,2.0
247,16,1,3.0
97,165,1,4.0
39,89,1,4.0
247,310,0,3.0
91,98,1,3.0
34,165,1,1.0
247,385,1,1.0
101,122,1,3.0
30,264,1,1.0
66,77,1,1.0
53,93,0,4.0
62,31,1,2.0
34,319,1,1.0
267,19,1,2.0
247,287,0,3.0
101,195,1,2.0
0,58,0,4.0
45,313,0,1.0
34,23,0,3.0
61,23,1,4.0
132,402,0,3.0
5,54,1,3.0
165,19,1,2.0
133,134,1,3.0
170,44,1,0.0
120,107,1,3.0
132,346,1,2.0
247,184,1,2.0
247,365,1,3.0
132,19,0,3.0
101,109,1,3.0
60,25,0,4.0
5,123,0,4.0
34,169,1,1.0
153,147,1,4.0
101,215,1,2.0
52,61,0,3.0
170,165,0,4.0
19,247,0,4.0
3,58,0,4.0
185,210,1,3.0
34,244,1,1.0
174,287,1,3.0
132,165,0,3.0
132,351,0,3.0
132,325,0,3.0
97,342,1,3.0
247,296,1,1.0
34,284,1,1.0
201,30,0,4.0
57,107,1,2.0
34,269,0,0.0
52,118,0,3.0
62,79,1,2.0
154,144,0,3.0
3,182,1,3.0
45,285,0,2.0
57,367,1,2.0
267,58,1,2.0
247,332,1,3.0
247,240,0,3.0
52,207,1,3.0
140,30,1,2.0
170,259,0,0.0
34,188,1,1.0
57,398,1,3.0
5,310,1,2.0
5,394,0,4.0
14,58,1,3.0
247,241,1,3.0
170,164,0,3.0
165,58,0,4.0
107,67,1,4.0
192,44,1,1.0
57,0,1,3.0
165,34,0,2.0
132,58,1,3.0
165,8,1,2.0
271,58,1,3.0
165,44,1,2.0
97,165,1,4.0
33,0,0,4.0
132,58,0,3.0
132,414,1,3.0
165,287,1,2.0
92,180,1,2.0
14,291,1,3.0
34,130,1,1.0
5,19,1,3.0
158,191,1,1.0
247,366,0,3.0
34,128,1,2.0
67,69,1,4.0
62,80,1,3.0
132,58,1,3.0
34,236,0,0.0
226,287,1,3.0
34,58,1,2.0
247,58,1,3.0
232,129,1,2.0
247,58,1,1.0
34,170,1,2.0
34,58,1,2.0
165,194,1,1.0
97,165,0,4.0
247,376,1,2.0
5,313,0,4.0
14,153,1,3.0
34,19,1,3.0
101,30,1,3.0
166,58,1,2.0
57,86,1,2.0
294,34,1,3.0
132,296,0,2.0
34,403,1,1.0
123,12,1,1.0
133,209,1,1.0
131,134,1,3.0
97,58,1,2.0
97,31,1,2.0
185,166,0,4.0
101,120,1,3.0
170,165,0,4.0
165,237,1,3.0
34,312,1,2.0
121,165,0,4.0
247,359,1,2.0
118,175,0,3.0
57,427,1,3.0
57,3,1,2.0
132,165,0,3.0
123,207,1,3.0
97,325,1,4.0
154,25,1,2.0
101,34,1,3.0
132,165,0,4.0
177,414,1,3.0
109,51,0,4.0
57,80,1,3.0
247,58,0,3.0
165,15,0,3.0
97,165,0,4.0
57,366,1,2.0
132,165,0,4.0
21,310,1,1.0
34,36,0,3.0
30,217,0,3.0
14,73,1,3.0
34,238,1,2.0
192,34,0,4.0
154,134,1,3.0
238,217,1,2.0
101,34,1,3.0
101,58,1,2.0
132,58,1,1.0
52,219,1,3.0
108,326,1,3.0
101,113,1,3.0
280,285,1,3.0
120,157,0,4.0
109,11,1,1.0
267,324,0,4.0
34,246,1,1.0
226,163,1,3.0
25,145,1,3.0
57,428,1,3.0
165,39,1,2.0
420,57,0,3.0
34,246,1,1.0
134,19,0,4.0
165,58,1,2.0
247,331,1,2.0
85,31,1,4.0
34,110,1,4.0
34,358,1,3.0
165,34,1,2.0
109,58,1,3.0
101,31,1,3.0
226,165,0,4.0
247,360,1,3.0
166,360,1,4.0
96,246,1,2.0
132,352,0,3.0
192,165,1,3.0
247,311,1,3.0
34,58,1,2.0
132,8,1,2.0
247,333,0,4.0
247,326,1,2.0
57,84,1,3.0
247,133,0,3.0
101,58,1,3.0
413,58,1,3.0
247,58,1,3.0
166,58,1,2.0
34,118,1,2.0
101,30,1,3.0
247,206,0,3.0
34,30,1,2.0
237,34,0,4.0
169,134,0,3.0
132,360,1,3.0
165,58,1,2.0
247,351,1,3.0
107,109,1,3.0
34,58,1,2.0
97,392,1,4.0
34,99,1,2.0
101,44,1,2.0
101,216,1,3.0
34,264,1,2.0
14,30,1,3.0
247,58,1,3.0
34,154,1,2.0
140,58,1,2.0
170,129,1,3.0
238,58,0,3.0
114,44,1,2.0
34,329,1,2.0
51,83,1,3.0
101,31,1,3.0
32,120,1,3.0
14,134,1,1.0
34,129,1,2.0
101,120,1,3.0
170,270,1,2.0
61,63,1,3.0
247,137,1,3.0
57,420,1,3.0
247,360,1,3.0
3,53,0,4.0
134,30,0,4.0
5,134,0,4.0
101,58,1,3.0
174,58,1,3.0
267,287,1,1.0
267,183,1,2.0
267,58,1,3.0
97,217,1,3.0
132,58,0,3.0
101,8,1,3.0
132,12,1,3.0
92,27,1,2.0
247,360,1,4.0
133,210,1,2.0
133,165,1,2.0
57,19,1,2.0
192,30,0,4.0
144,14,1,4.0
166,129,1,1.0
132,134,0,3.0
101,58,1,4.0
34,264,1,1.0
153,269,1,2.0
5,58,1,3.0
34,123,1,2.0
132,420,0,3.0
239,58,1,3.0
214,287,1,3.0
101,34,0,3.0
34,296,1,1.0
34,421,1,0.0
55,60,0,3.0
125,98,1,2.0
133,144,1,2.0
158,154,0,3.0
133,165,1,1.0
125,53,1,3.0
165,180,1,3.0
174,359,0,4.0
144,47,1,4.0
34,303,0,4.0
111,145,0,4.0
57,113,1,3.0
34,107,1,2.0
34,233,1,0.0
154,165,1,2.0
97,266,1,2.0
62,70,1,3.0
34,98,1,2.0
132,165,1,3.0
47,333,1,3.0
101,170,1,3.0
267,291,1,2.0
165,158,0,1.0
101,223,1,2.0
101,181,1,3.0
101,58,1,2.0
62,70,1,3.0
66,78,0,4.0
34,31,1,2.0
247,12,1,3.0
415,421,0,1.0
34,347,1,0.0
34,332,1,2.0
101,129,0,4.0
57,34,1,3.0
67,69,1,4.0
247,326,1,3.0
247,20,1,2.0
34,134,1,2.0
154,153,0,4.0
14,93,1,1.0
109,98,1,3.0
34,322,1,1.0
144,14,1,4.0
129,217,1,2.0
34,231,1,1.0
57,31,1,2.0
166,165,1,3.0
47,16,1,3.0
30,58,1,2.0
140,207,1,2.0
60,53,1,2.0
133,19,1,1.0
165,129,1,2.0
247,58,0,3.0
34,401,0,0.0
111,61,1,3.0
132,165,0,3.0
140,267,1,2.0
166,184,1,3.0
132,192,0,3.0
34,19,1,4.0
165,58,1,2.0
247,58,1,2.0
247,16,1,3.0
96,329,1,2.0
51,167,1,3.0
34,269,1,0.0
132,165,1,3.0
247,332,1,3.0
154,165,0,3.0
14,67,0,4.0
433,425,1,2.0
34,376,1,2.0
114,34,0,4.0
34,205,0,0.0
247,360,1,3.0
140,58,1,2.0
34,421,0,0.0
221,132,1,3.0
34,38,1,1.0
66,34,1,3.0
52,165,0,4.0
34,174,1,4.0
101,154,1,3.0
97,165,0,4.0
247,58,1,2.0
57,58,1,2.0
63,61,1,2.0
57,53,1,2.0
158,107,0,4.0
247,19,1,3.0
267,54,0,4.0
34,93,1,2.0
247,312,1,1.0
34,324,1,2.0
129,210,1,2.0
3,53,1,2.0
91,53,0,4.0
144,180,1,2.0
226,58,1,3.0
165,223,1,2.0
97,195,0,4.0
101,8,0,4.0
111,53,1,3.0
132,166,0,3.0
247,12,1,3.0
170,12,1,3.0
34,165,1,2.0
165,218,1,4.0
192,31,1,3.0
14,133,1,3.0
96,58,1,3.0
165,228,1,3.0
247,30,0,3.0
132,248,0,3.0
5,58,0,4.0
57,70,1,3.0
123,34,1,4.0
34,58,1,1.0
39,154,1,3.0
34,79,1,2.0
113,39,0,4.0
165,58,1,1.0
34,283,1,2.0
192,34,0,4.0
101,19,1,3.0
247,58,1,3.0
34,25,0,3.0
24,120,1,2.0
101,150,1,2.0
170,207,1,1.0
34,44,1,1.0
97,287,1,3.0
170,292,1,0.0
34,347,1,1.0
97,144,0,4.0
101,8,1,3.0
174,351,1,2.0
165,269,0,0.0
34,151,1,2.0
123,19,0,4.0
59,134,0,3.0
214,174,1,4.0
166,58,1,3.0
115,165,0,3.0
97,291,1,4.0
154,165,0,3.0
154,165,0,4.0
14,64,1,4.0
214,133,1,2.0
185,165,0,4.0
132,58,1,3.0
101,98,1,2.0
52,34,0,4.0
115,165,0,4.0
34,342,1,1.0
165,157,1,3.0
109,44,1,3.0
14,42,1,2.0
34,269,0,0.0
84,68,0,4.0
133,53,1,2.0
51,79,1,3.0
123,34,0,4.0
3,399,1,3.0
101,144,1,3.0
166,366,1,2.0
34,58,1,0.0
140,169,1,2.0
57,296,1,3.0
247,354,1,2.0
267,186,1,3.0
247,300,1,3.0
97,379,0,4.0
34,244,1,1.0
63,165,1,4.0
101,8,1,3.0
52,3,1,3.0
127,8,0,4.0
247,58,0,2.0
170,58,1,1.0
129,165,1,2.0
34,222,1,0.0
247,58,0,4.0
101,58,1,2.0
247,403,1,3.0
132,58,0,3.0
166,184,1,3.0
154,30,0,3.0
54,84,1,3.0
247,58,1,2.0
57,58,1,2.0
166,165,1,4.0
121,207,1,2.0
132,162,0,3.0
101,121,1,2.0
155,150,0,3.0
5,301,1,3.0
51,84,1,3.0
166,301,1,3.0
132,162,1,3.0
53,74,0,4.0
133,165,1,3.0
60,53,0,4.0
34,207,1,1.0
237,165,0,4.0
247,184,1,3.0
172,30,0,4.0
101,58,1,3.0
247,137,1,3.0
101,236,1,2.0
34,205,0,0.0
34,19,1,1.0
57,351,1,3.0
165,30,1,1.0
52,129,1,3.0
92,180,1,3.0
34,133,1,2.0
34,223,1,1.0
96,299,1,3.0
30,44,1,2.0
182,170,0,4.0
97,19,1,4.0
34,164,1,3.0
192,238,1,4.0
0,101,0,4.0
34,244,1,0.0
99,133,1,3.0
14,260,1,1.0
34,342,1,1.0
34,183,1,1.0
92,114,1,4.0
66,53,1,3.0
34,188,1,2.0
34,74,1,2.0
19,23,0,3.0
154,206,1,2.0
165,195,0,4.0
34,106,1,3.0
34,315,1,3.0
52,154,0,4.0
101,180,1,3.0
34,165,1,2.0
34,246,1,0.0
165,34,1,2.0
271,58,1,2.0
170,247,1,3.0
247,309,0,2.0
32,84,1,2.0
247,427,1,3.0
154,30,1,2.0
134,144,1,1.0
34,319,1,2.0
62,93,1,2.0
50,10,1,3.0
57,58,1,3.0
165,155,0,2.0
165,180,1,2.0
34,269,1,1.0
52,168,0,2.0
247,243,1,2.0
123,58,1,3.0
247,278,1,3.0
101,30,1,1.0
97,358,1,2.0
14,134,1,3.0
280,269,0,4.0
101,39,0,4.0
247,58,0,3.0
174,262,1,2.0
97,58,1,4.0
34,269,1,1.0
247,326,1,3.0
57,165,1,3.0
165,195,1,2.0
34,103,1,2.0
153,155,0,4.0
140,169,1,2.0
158,165,0,4.0
247,12,0,2.0
132,236,1,2.0
165,96,1,2.0
165,130,0,1.0
165,143,1,2.0
34,375,1,1.0
96,34,1,3.0
60,209,0,3.0
132,58,0,2.0
34,246,1,0.0
101,129,1,2.0
34,315,1,3.0
34,187,1,1.0
247,351,1,3.0
60,93,0,4.0
59,150,0,3.0
165,8,1,3.0
107,39,0,4.0
132,405,0,3.0
14,138,1,2.0
52,53,1,3.0
62,58,1,2.0
155,25,0,4.0
34,8,1,3.0
101,269,1,1.0
14,23,1,3.0
221,165,1,3.0
192,296,1,3.0
57,84,1,3.0
34,229,1,3.0
154,165,0,4.0
57,58,1,3.0
57,44,1,2.0
221,58,1,3.0
109,34,1,3.0
21,58,1,2.0
57,357,1,2.0
121,129,1,2.0
34,246,1,0.0
150,153,0,4.0
132,58,1,3.0
237,58,1,4.0
247,30,1,2.0
0,277,0,4.0
107,98,0,4.0
34,93,1,0.0
30,246,0,2.0
165,233,1,2.0
60,61,0,3.0
101,192,1,2.0
101,195,1,2.0
97,58,1,3.0
165,58,1,2.0
132,282,0,3.0
97,43,1,3.0
52,165,1,4.0
96,241,1,2.0
247,58,0,3.0
5,58,1,2.0
154,134,0,4.0
57,5,0,4.0
34,134,1,2.0
66,165,1,1.0
5,350,1,3.0
52,192,1,4.0
70,111,1,3.0
34,221,1,4.0
165,266,1,1.0
166,184,1,4.0
60,153,0,4.0
170,166,0,4.0
165,175,1,1.0
101,310,1,3.0
57,340,1,3.0
247,360,1,2.0
247,331,1,3.0
34,233,1,1.0
195,201,1,2.0
165,66,1,3.0
101,154,1,3.0
57,324,1,3.0
247,20,1,3.0
30,248,1,2.0
101,195,1,2.0
154,170,0,3.0
101,58,1,3.0
57,25,1,2.0
34,30,1,1.0
172,25,1,3.0
97,333,1,3.0
140,58,0,3.0
132,8,0,3.0
113,14,0,4.0
221,426,1,2.0
192,31,1,3.0
34,264,1,1.0
175,58,0,4.0
170,334,0,1.0
247,19,1,3.0
165,31,1,2.0
61,110,0,4.0
247,347,1,1.0
226,287,0,3.0
134,130,1,2.0
5,296,0,4.0
132,165,0,4.0
180,255,1,4.0
30,165,1,2.0
247,58,1,2.0
123,58,1,2.0
34,194,1,0.0
34,93,1,2.0
132,402,0,3.0
165,58,1,2.0
247,336,1,3.0
34,271,1,2.0
166,277,1,3.0
247,346,1,2.0
33,61,0,4.0
113,14,0,4.0
60,53,0,4.0
101,195,1,4.0
185,154,0,4.0
101,8,1,2.0
132,165,0,3.0
247,58,0,4.0
247,58,1,3.0
170,207,0,2.0
154,134,1,3.0
271,18,1,2.0
34,175,1,3.0
47,166,1,3.0
140,264,1,2.0
97,165,1,4.0
34,58,1,2.0
164,165,1,3.0
34,31,1,3.0
34,154,1,2.0
165,195,1,2.0
34,313,1,3.0
97,58,0,4.0
97,113,1,4.0
3,60,1,3.0
132,58,1,2.0
109,111,1,4.0
34,163,1,1.0
5,58,1,3.0
170,393,1,2.0
101,129,1,3.0
132,208,0,2.0
101,44,1,3.0
247,6,1,3.0
19,32,0,4.0
34,98,1,3.0
101,58,1,3.0
247,3,0,3.0
52,129,1,3.0
165,163,1,1.0
192,254,0,3.0
132,8,0,3.0
158,185,0,4.0
34,216,1,2.0
0,111,0,4.0
226,324,1,3.0
247,183,1,3.0
176,165,0,4.0
134,19,1,3.0
3,30,1,3.0
114,195,0,4.0
174,67,0,4.0
165,144,0,1.0
97,31,0,4.0
166,394,1,0.0
247,16,1,3.0
39,260,0,1.0
123,144,0,4.0
113,34,0,4.0
170,285,1,3.0
165,30,1,1.0
153,269,0,2.0
57,359,1,3.0
34,0,1,2.0
19,223,1,3.0
101,195,1,3.0
247,388,1,3.0
132,58,1,2.0
5,296,1,4.0
101,30,1,2.0
34,103,1,2.0
125,66,1,3.0
101,228,1,2.0
120,34,1,3.0
57,34,0,4.0
113,34,0,4.0
101,93,1,3.0
101,30,1,2.0
165,96,1,2.0
132,418,0,3.0
132,165,0,3.0
34,195,1,2.0
5,351,1,3.0
19,14,0,4.0
52,8,1,2.0
34,402,1,3.0
159,266,1,2.0
101,114,1,3.0
144,165,1,0.0
165,30,1,3.0
226,51,0,4.0
101,12,1,3.0
165,206,1,2.0
101,58,1,1.0
247,310,0,2.0
96,12,1,3.0
132,296,1,2.0
34,246,1,0.0
132,201,0,2.0
132,58,1,3.0
247,340,1,2.0
97,258,0,4.0
158,195,1,4.0
60,57,0,2.0
101,109,1,3.0
134,133,0,4.0
101,3,1,3.0
97,233,1,3.0
34,58,1,2.0
132,165,0,3.0
120,34,0,4.0
247,340,1,3.0
57,195,1,4.0
34,206,1,2.0
52,93,1,3.0
47,152,1,3.0
185,133,0,4.0
101,113,1,3.0
132,249,0,3.0
247,404,1,3.0
247,365,1,2.0
60,23,0,4.0
101,3,1,3.0
132,129,1,3.0
120,113,1,3.0
235,236,1,0.0
1,40,0,3.0
132,58,1,2.0
154,133,1,2.0
62,57,1,3.0
5,58,1,3.0
221,253,0,4.0
165,0,1,2.0
247,12,1,2.0
62,91,1,2.0
114,187,1,2.0
247,12,1,2.0
60,53,0,4.0
280,284,0,4.0
144,34,1,4.0
34,264,1,1.0
60,61,0,3.0
30,90,0,0.0
84,57,0,4.0
166,165,0,4.0
133,67,1,4.0
14,58,1,3.0
166,180,1,2.0
51,60,1,3.0
101,58,1,3.0
97,158,0,4.0
62,19,1,2.0
101,120,1,3.0
14,47,0,4.0
57,34,0,4.0
174,185,0,4.0
123,165,1,4.0
101,34,1,3.0
57,352,1,3.0
63,0,1,4.0
170,165,1,4.0
34,165,1,2.0
226,310,1,1.0
34,58,1,2.0
247,324,1,2.0
185,25,1,3.0
165,170,1,2.0
247,357,1,2.0
133,313,1,4.0
140,30,1,2.0
158,154,0,4.0
57,360,1,2.0
52,192,1,3.0
52,102,1,3.0
420,432,0,3.0
165,244,1,3.0
34,288,1,1.0
5,333,1,3.0
34,58,1,2.0
144,30,1,3.0
34,287,1,1.0
132,58,1,2.0
34,14,1,4.0
5,330,1,4.0
170,31,1,2.0
101,121,1,3.0
132,58,0,2.0
111,101,1,3.0
134,84,0,4.0
170,165,0,3.0
101,109,1,3.0
47,223,1,2.0
247,360,1,4.0
192,165,1,3.0
